frame_index,time_value,time_unit,depth_min_m,depth_max_m,theta_min,theta_max,theta_mean,pressure_head_min_m,pressure_head_max_m,pressure_head_mean_m,saturation_min,saturation_max,saturation_mean,pressure_min_pa,pressure_max_pa
0,0.0,d,0.0,1.975,0.170824079,0.428910251,0.2492174177,-1.9878411268434868,-0.0124984274048044,-1.000173216237251,0.3972653,0.9974657,0.57957539,81889.42,101202.8
1,7.0,d,0.0,1.975,0.18290763799999998,0.428910251,0.2575174067,-1.672938032178142,-0.0124984274048044,-0.8764695451755274,0.4253666,0.9974657,0.59887769,84968.3,101202.8
